function_id,module,submodule,function_name,purpose,caller_or_trigger,input_field,input_type,input_required,input_source,preconditions,authorization_action,qualification_requirement,sod_requirement,signature_requirement,processing_rules,db_reads,db_writes,transaction_boundary,return_type,return_fields,emitted_events,consumed_events,external_dependencies,idempotency,concurrency,error_codes,audit_events,security_events,configuration,test_ids,validation_requirement_ids,source_document,source_requirement_ids,derivation
FN-0011,SPEC-GXP-003,Immutable Audit Ledger & Audit Review,getAuditV1Search,Implements `GET /audit/v1/search?...` declared in Document 05 §18. Audit Query API,Frappe UI / service client / adapter,command payload,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for getAuditV1Search (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),none (read operation),per requirements AUD-FR-001;AUD-FR-002;AUD-FR-003;AUD-FR-004;AUD-FR-005;AUD-FR-006;AUD-FR-007;AUD-FR-008;AUD-FR-009;AUD-FR-010;AUD-FR-011;AUD-FR-012;AUD-FR-013;AUD-FR-014;AUD-FR,owning aggregate + policy/qualification context,none,read-only,resource representation,resource fields per contract,,,,n/a,n/a,,read access log where configured,"authz denial, replay, malformed payload",,create/change/delete-like correction events;previous value preservation;reason;signature link;human vs integration identity;event ordering,Doc 80/81 trace for SPEC-GXP-003,Document 05,AUD-FR-001;AUD-FR-002;AUD-FR-003;AUD-FR-004;AUD-FR-005;AUD-FR-006;AUD-FR-007;AUD-FR-008;AUD-FR-009;AUD-FR-010;AUD-FR-011;AUD-FR-012;AUD-FR-013;AUD-FR-014;AUD-FR-015;AUD-FR-016;AUD-FR-017;AUD-FR-018;AUD-FR-019;AUD-FR-020;AUD-FR-021;AUD-FR-022;AUD-FR-023;AUD-FR-024;AUD-FR-025;AUD-FR-026;AUD-FR-027;AUD-FR-028;AUD-FR-029;AUD-FR-030,derived from declared API operation
FN-0012,SPEC-GXP-003,Immutable Audit Ledger & Audit Review,postAuditV1Exports,Implements `POST /audit/v1/exports` declared in Document 05 §18. Audit Query API,Frappe UI / service client / adapter,command payload,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postAuditV1Exports (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),evaluate via policy map,per requirements AUD-FR-001;AUD-FR-002;AUD-FR-003;AUD-FR-004;AUD-FR-005;AUD-FR-006;AUD-FR-007;AUD-FR-008;AUD-FR-009;AUD-FR-010;AUD-FR-011;AUD-FR-012;AUD-FR-013;AUD-FR-014;AUD-FR,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",,,,idempotency_key required,expected_version required,,committed mutation audit event,"authz denial, replay, malformed payload",,create/change/delete-like correction events;previous value preservation;reason;signature link;human vs integration identity;event ordering,Doc 80/81 trace for SPEC-GXP-003,Document 05,AUD-FR-001;AUD-FR-002;AUD-FR-003;AUD-FR-004;AUD-FR-005;AUD-FR-006;AUD-FR-007;AUD-FR-008;AUD-FR-009;AUD-FR-010;AUD-FR-011;AUD-FR-012;AUD-FR-013;AUD-FR-014;AUD-FR-015;AUD-FR-016;AUD-FR-017;AUD-FR-018;AUD-FR-019;AUD-FR-020;AUD-FR-021;AUD-FR-022;AUD-FR-023;AUD-FR-024;AUD-FR-025;AUD-FR-026;AUD-FR-027;AUD-FR-028;AUD-FR-029;AUD-FR-030,derived from declared API operation
FN-0013,SPEC-GXP-004,"Record Version Vault, Locking, Amendment & Controlled Correction",postVaultV1MastersTypeBusinessidRelease,Implements `POST /vault/v1/masters/{type}/{businessId}/release` declared in Document 06 §15. Release API,Frappe UI / service client / adapter,type;businessId,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postVaultV1MastersTypeBusinessidRelease (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),SIGNATURE POLICY LOOKUP REQUIRED (Doc 04 SIG-FR-004; baseline values → SG-004),per requirements VLT-FR-001;VLT-FR-002;VLT-FR-003;VLT-FR-004;VLT-FR-005;VLT-FR-006;VLT-FR-007;VLT-FR-008;VLT-FR-009;VLT-FR-010;VLT-FR-011;VLT-FR-012;VLT-FR-013;VLT-FR-014;VLT-FR,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",,,,idempotency_key required,expected_version required,,committed mutation audit event,"authz denial, replay, malformed payload",,released object write attempt;master version supersession;batch snapshot after master changes;attachment swap attempt;correction old/new;void/cancel,Doc 80/81 trace for SPEC-GXP-004,Document 06,VLT-FR-001;VLT-FR-002;VLT-FR-003;VLT-FR-004;VLT-FR-005;VLT-FR-006;VLT-FR-007;VLT-FR-008;VLT-FR-009;VLT-FR-010;VLT-FR-011;VLT-FR-012;VLT-FR-013;VLT-FR-014;VLT-FR-015;VLT-FR-016;VLT-FR-017;VLT-FR-018;VLT-FR-019;VLT-FR-020;VLT-FR-021;VLT-FR-022;VLT-FR-023;VLT-FR-024;VLT-FR-025;VLT-FR-026;VLT-FR-027;VLT-FR-028;VLT-FR-029;VLT-FR-030,derived from declared API operation
FN-0014,SPEC-GXP-004,"Record Version Vault, Locking, Amendment & Controlled Correction",getVaultV1ObjectsObjectid,Implements `GET /vault/v1/objects/{objectId}` declared in Document 06 §15. Release API,Frappe UI / service client / adapter,objectId,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for getVaultV1ObjectsObjectid (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),none (read operation),per requirements VLT-FR-001;VLT-FR-002;VLT-FR-003;VLT-FR-004;VLT-FR-005;VLT-FR-006;VLT-FR-007;VLT-FR-008;VLT-FR-009;VLT-FR-010;VLT-FR-011;VLT-FR-012;VLT-FR-013;VLT-FR-014;VLT-FR,owning aggregate + policy/qualification context,none,read-only,resource representation,resource fields per contract,,,,n/a,n/a,,read access log where configured,"authz denial, replay, malformed payload",,released object write attempt;master version supersession;batch snapshot after master changes;attachment swap attempt;correction old/new;void/cancel,Doc 80/81 trace for SPEC-GXP-004,Document 06,VLT-FR-001;VLT-FR-002;VLT-FR-003;VLT-FR-004;VLT-FR-005;VLT-FR-006;VLT-FR-007;VLT-FR-008;VLT-FR-009;VLT-FR-010;VLT-FR-011;VLT-FR-012;VLT-FR-013;VLT-FR-014;VLT-FR-015;VLT-FR-016;VLT-FR-017;VLT-FR-018;VLT-FR-019;VLT-FR-020;VLT-FR-021;VLT-FR-022;VLT-FR-023;VLT-FR-024;VLT-FR-025;VLT-FR-026;VLT-FR-027;VLT-FR-028;VLT-FR-029;VLT-FR-030,derived from declared API operation
FN-0015,SPEC-GXP-004,"Record Version Vault, Locking, Amendment & Controlled Correction",getVaultV1ObjectsObjectidIntegrity,Implements `GET /vault/v1/objects/{objectId}/integrity` declared in Document 06 §15. Release API,Frappe UI / service client / adapter,objectId,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for getVaultV1ObjectsObjectidIntegrity (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),none (read operation),per requirements VLT-FR-001;VLT-FR-002;VLT-FR-003;VLT-FR-004;VLT-FR-005;VLT-FR-006;VLT-FR-007;VLT-FR-008;VLT-FR-009;VLT-FR-010;VLT-FR-011;VLT-FR-012;VLT-FR-013;VLT-FR-014;VLT-FR,owning aggregate + policy/qualification context,none,read-only,resource representation,resource fields per contract,,,,n/a,n/a,,read access log where configured,"authz denial, replay, malformed payload",,released object write attempt;master version supersession;batch snapshot after master changes;attachment swap attempt;correction old/new;void/cancel,Doc 80/81 trace for SPEC-GXP-004,Document 06,VLT-FR-001;VLT-FR-002;VLT-FR-003;VLT-FR-004;VLT-FR-005;VLT-FR-006;VLT-FR-007;VLT-FR-008;VLT-FR-009;VLT-FR-010;VLT-FR-011;VLT-FR-012;VLT-FR-013;VLT-FR-014;VLT-FR-015;VLT-FR-016;VLT-FR-017;VLT-FR-018;VLT-FR-019;VLT-FR-020;VLT-FR-021;VLT-FR-022;VLT-FR-023;VLT-FR-024;VLT-FR-025;VLT-FR-026;VLT-FR-027;VLT-FR-028;VLT-FR-029;VLT-FR-030,derived from declared API operation
FN-0016,SPEC-GXP-004,"Record Version Vault, Locking, Amendment & Controlled Correction",postVaultV1ObjectsObjectidCorrections,Implements `POST /vault/v1/objects/{objectId}/corrections` declared in Document 06 §15. Release API,Frappe UI / service client / adapter,objectId,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postVaultV1ObjectsObjectidCorrections (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),evaluate via policy map,per requirements VLT-FR-001;VLT-FR-002;VLT-FR-003;VLT-FR-004;VLT-FR-005;VLT-FR-006;VLT-FR-007;VLT-FR-008;VLT-FR-009;VLT-FR-010;VLT-FR-011;VLT-FR-012;VLT-FR-013;VLT-FR-014;VLT-FR,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",,,,idempotency_key required,expected_version required,,committed mutation audit event,"authz denial, replay, malformed payload",,released object write attempt;master version supersession;batch snapshot after master changes;attachment swap attempt;correction old/new;void/cancel,Doc 80/81 trace for SPEC-GXP-004,Document 06,VLT-FR-001;VLT-FR-002;VLT-FR-003;VLT-FR-004;VLT-FR-005;VLT-FR-006;VLT-FR-007;VLT-FR-008;VLT-FR-009;VLT-FR-010;VLT-FR-011;VLT-FR-012;VLT-FR-013;VLT-FR-014;VLT-FR-015;VLT-FR-016;VLT-FR-017;VLT-FR-018;VLT-FR-019;VLT-FR-020;VLT-FR-021;VLT-FR-022;VLT-FR-023;VLT-FR-024;VLT-FR-025;VLT-FR-026;VLT-FR-027;VLT-FR-028;VLT-FR-029;VLT-FR-030,derived from declared API operation
FN-0017,SPEC-GXP-004,"Record Version Vault, Locking, Amendment & Controlled Correction",postVaultV1CorrectionsIdComplete,Implements `POST /vault/v1/corrections/{id}/complete` declared in Document 06 §15. Release API,Frappe UI / service client / adapter,id,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postVaultV1CorrectionsIdComplete (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),evaluate via policy map,per requirements VLT-FR-001;VLT-FR-002;VLT-FR-003;VLT-FR-004;VLT-FR-005;VLT-FR-006;VLT-FR-007;VLT-FR-008;VLT-FR-009;VLT-FR-010;VLT-FR-011;VLT-FR-012;VLT-FR-013;VLT-FR-014;VLT-FR,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",,,,idempotency_key required,expected_version required,,committed mutation audit event,"authz denial, replay, malformed payload",,released object write attempt;master version supersession;batch snapshot after master changes;attachment swap attempt;correction old/new;void/cancel,Doc 80/81 trace for SPEC-GXP-004,Document 06,VLT-FR-001;VLT-FR-002;VLT-FR-003;VLT-FR-004;VLT-FR-005;VLT-FR-006;VLT-FR-007;VLT-FR-008;VLT-FR-009;VLT-FR-010;VLT-FR-011;VLT-FR-012;VLT-FR-013;VLT-FR-014;VLT-FR-015;VLT-FR-016;VLT-FR-017;VLT-FR-018;VLT-FR-019;VLT-FR-020;VLT-FR-021;VLT-FR-022;VLT-FR-023;VLT-FR-024;VLT-FR-025;VLT-FR-026;VLT-FR-027;VLT-FR-028;VLT-FR-029;VLT-FR-030,derived from declared API operation
FN-0018,SPEC-GXP-004,"Record Version Vault, Locking, Amendment & Controlled Correction",getVaultV1BusinessTypeBusinessidVersions,Implements `GET /vault/v1/business/{type}/{businessId}/versions` declared in Document 06 §15. Release API,Frappe UI / service client / adapter,type;businessId,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for getVaultV1BusinessTypeBusinessidVersions (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),none (read operation),per requirements VLT-FR-001;VLT-FR-002;VLT-FR-003;VLT-FR-004;VLT-FR-005;VLT-FR-006;VLT-FR-007;VLT-FR-008;VLT-FR-009;VLT-FR-010;VLT-FR-011;VLT-FR-012;VLT-FR-013;VLT-FR-014;VLT-FR,owning aggregate + policy/qualification context,none,read-only,resource representation,resource fields per contract,,,,n/a,n/a,,read access log where configured,"authz denial, replay, malformed payload",,released object write attempt;master version supersession;batch snapshot after master changes;attachment swap attempt;correction old/new;void/cancel,Doc 80/81 trace for SPEC-GXP-004,Document 06,VLT-FR-001;VLT-FR-002;VLT-FR-003;VLT-FR-004;VLT-FR-005;VLT-FR-006;VLT-FR-007;VLT-FR-008;VLT-FR-009;VLT-FR-010;VLT-FR-011;VLT-FR-012;VLT-FR-013;VLT-FR-014;VLT-FR-015;VLT-FR-016;VLT-FR-017;VLT-FR-018;VLT-FR-019;VLT-FR-020;VLT-FR-021;VLT-FR-022;VLT-FR-023;VLT-FR-024;VLT-FR-025;VLT-FR-026;VLT-FR-027;VLT-FR-028;VLT-FR-029;VLT-FR-030,derived from declared API operation
FN-0019,SPEC-IAM-001,"Identity, Authorization, RBAC, Qualification & Segregation-of-Duties",postPolicyV1Decisions,Implements `POST /policy/v1/decisions` declared in Document 07 §8. Policy Service API,Frappe UI / service client / adapter,command payload,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postPolicyV1Decisions (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),evaluate via policy map,per requirements IAM-FR-001;IAM-FR-002;IAM-FR-003;IAM-FR-004;IAM-FR-005;IAM-FR-006;IAM-FR-007;IAM-FR-008;IAM-FR-009;IAM-FR-010;IAM-FR-011;IAM-FR-012;IAM-FR-013;IAM-FR-014;IAM-FR,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",,,,idempotency_key required,expected_version required,AREA_SCOPE_DENIED;BREAK_GLASS_REQUIRED;PRIVILEGED_ROLE_RESTRICTED;PRODUCT_SCOPE_DENIED;QUALIFICATION_EXPIRED;QUALIFICATION_MISSING;ROLE_MISSING;SIGNING_ENTITLEMENT_MISSING;SITE_SCOPE_DENIED;SOD_CONFLICT;SUBJECT_INACTIVE;TEMP_AUTH_EXPIRED,committed mutation audit event,"authz denial, replay, malformed payload",,user wrong site;wrong role;expired qualification;missing training;performer=verifier;author=approver,Doc 80/81 trace for SPEC-IAM-001,Document 07,IAM-FR-001;IAM-FR-002;IAM-FR-003;IAM-FR-004;IAM-FR-005;IAM-FR-006;IAM-FR-007;IAM-FR-008;IAM-FR-009;IAM-FR-010;IAM-FR-011;IAM-FR-012;IAM-FR-013;IAM-FR-014;IAM-FR-015;IAM-FR-016;IAM-FR-017;IAM-FR-018;IAM-FR-019;IAM-FR-020;IAM-FR-021;IAM-FR-022;IAM-FR-023;IAM-FR-024;IAM-FR-025;IAM-FR-026;IAM-FR-027;IAM-FR-028;IAM-FR-029;IAM-FR-030;IAM-FR-031;IAM-FR-032,derived from declared API operation
FN-0020,SPEC-IAM-001,"Identity, Authorization, RBAC, Qualification & Segregation-of-Duties",getIamV1SubjectsIdEffectiveAuthority,Implements `GET /iam/v1/subjects/{id}/effective-authority` declared in Document 07 §16. API Contract,Frappe UI / service client / adapter,id,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for getIamV1SubjectsIdEffectiveAuthority (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),none (read operation),per requirements IAM-FR-001;IAM-FR-002;IAM-FR-003;IAM-FR-004;IAM-FR-005;IAM-FR-006;IAM-FR-007;IAM-FR-008;IAM-FR-009;IAM-FR-010;IAM-FR-011;IAM-FR-012;IAM-FR-013;IAM-FR-014;IAM-FR,owning aggregate + policy/qualification context,none,read-only,resource representation,resource fields per contract,,,,n/a,n/a,AREA_SCOPE_DENIED;BREAK_GLASS_REQUIRED;PRIVILEGED_ROLE_RESTRICTED;PRODUCT_SCOPE_DENIED;QUALIFICATION_EXPIRED;QUALIFICATION_MISSING;ROLE_MISSING;SIGNING_ENTITLEMENT_MISSING;SITE_SCOPE_DENIED;SOD_CONFLICT;SUBJECT_INACTIVE;TEMP_AUTH_EXPIRED,read access log where configured,"authz denial, replay, malformed payload",,user wrong site;wrong role;expired qualification;missing training;performer=verifier;author=approver,Doc 80/81 trace for SPEC-IAM-001,Document 07,IAM-FR-001;IAM-FR-002;IAM-FR-003;IAM-FR-004;IAM-FR-005;IAM-FR-006;IAM-FR-007;IAM-FR-008;IAM-FR-009;IAM-FR-010;IAM-FR-011;IAM-FR-012;IAM-FR-013;IAM-FR-014;IAM-FR-015;IAM-FR-016;IAM-FR-017;IAM-FR-018;IAM-FR-019;IAM-FR-020;IAM-FR-021;IAM-FR-022;IAM-FR-023;IAM-FR-024;IAM-FR-025;IAM-FR-026;IAM-FR-027;IAM-FR-028;IAM-FR-029;IAM-FR-030;IAM-FR-031;IAM-FR-032,derived from declared API operation
FN-0021,SPEC-IAM-001,"Identity, Authorization, RBAC, Qualification & Segregation-of-Duties",getIamV1SubjectsIdQualifications,Implements `GET /iam/v1/subjects/{id}/qualifications` declared in Document 07 §16. API Contract,Frappe UI / service client / adapter,id,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for getIamV1SubjectsIdQualifications (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),none (read operation),per requirements IAM-FR-001;IAM-FR-002;IAM-FR-003;IAM-FR-004;IAM-FR-005;IAM-FR-006;IAM-FR-007;IAM-FR-008;IAM-FR-009;IAM-FR-010;IAM-FR-011;IAM-FR-012;IAM-FR-013;IAM-FR-014;IAM-FR,owning aggregate + policy/qualification context,none,read-only,resource representation,resource fields per contract,,,,n/a,n/a,AREA_SCOPE_DENIED;BREAK_GLASS_REQUIRED;PRIVILEGED_ROLE_RESTRICTED;PRODUCT_SCOPE_DENIED;QUALIFICATION_EXPIRED;QUALIFICATION_MISSING;ROLE_MISSING;SIGNING_ENTITLEMENT_MISSING;SITE_SCOPE_DENIED;SOD_CONFLICT;SUBJECT_INACTIVE;TEMP_AUTH_EXPIRED,read access log where configured,"authz denial, replay, malformed payload",,user wrong site;wrong role;expired qualification;missing training;performer=verifier;author=approver,Doc 80/81 trace for SPEC-IAM-001,Document 07,IAM-FR-001;IAM-FR-002;IAM-FR-003;IAM-FR-004;IAM-FR-005;IAM-FR-006;IAM-FR-007;IAM-FR-008;IAM-FR-009;IAM-FR-010;IAM-FR-011;IAM-FR-012;IAM-FR-013;IAM-FR-014;IAM-FR-015;IAM-FR-016;IAM-FR-017;IAM-FR-018;IAM-FR-019;IAM-FR-020;IAM-FR-021;IAM-FR-022;IAM-FR-023;IAM-FR-024;IAM-FR-025;IAM-FR-026;IAM-FR-027;IAM-FR-028;IAM-FR-029;IAM-FR-030;IAM-FR-031;IAM-FR-032,derived from declared API operation
FN-0022,SPEC-IAM-001,"Identity, Authorization, RBAC, Qualification & Segregation-of-Duties",postIamV1TemporaryAuthorizations,Implements `POST /iam/v1/temporary-authorizations` declared in Document 07 §16. API Contract,Frappe UI / service client / adapter,command payload,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postIamV1TemporaryAuthorizations (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),SIGNATURE POLICY LOOKUP REQUIRED (Doc 04 SIG-FR-004; baseline values → SG-004),per requirements IAM-FR-001;IAM-FR-002;IAM-FR-003;IAM-FR-004;IAM-FR-005;IAM-FR-006;IAM-FR-007;IAM-FR-008;IAM-FR-009;IAM-FR-010;IAM-FR-011;IAM-FR-012;IAM-FR-013;IAM-FR-014;IAM-FR,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",,,,idempotency_key required,expected_version required,AREA_SCOPE_DENIED;BREAK_GLASS_REQUIRED;PRIVILEGED_ROLE_RESTRICTED;PRODUCT_SCOPE_DENIED;QUALIFICATION_EXPIRED;QUALIFICATION_MISSING;ROLE_MISSING;SIGNING_ENTITLEMENT_MISSING;SITE_SCOPE_DENIED;SOD_CONFLICT;SUBJECT_INACTIVE;TEMP_AUTH_EXPIRED,committed mutation audit event,"authz denial, replay, malformed payload",,user wrong site;wrong role;expired qualification;missing training;performer=verifier;author=approver,Doc 80/81 trace for SPEC-IAM-001,Document 07,IAM-FR-001;IAM-FR-002;IAM-FR-003;IAM-FR-004;IAM-FR-005;IAM-FR-006;IAM-FR-007;IAM-FR-008;IAM-FR-009;IAM-FR-010;IAM-FR-011;IAM-FR-012;IAM-FR-013;IAM-FR-014;IAM-FR-015;IAM-FR-016;IAM-FR-017;IAM-FR-018;IAM-FR-019;IAM-FR-020;IAM-FR-021;IAM-FR-022;IAM-FR-023;IAM-FR-024;IAM-FR-025;IAM-FR-026;IAM-FR-027;IAM-FR-028;IAM-FR-029;IAM-FR-030;IAM-FR-031;IAM-FR-032,derived from declared API operation
FN-0023,SPEC-IAM-001,"Identity, Authorization, RBAC, Qualification & Segregation-of-Duties",postIamV1BreakGlass,Implements `POST /iam/v1/break-glass` declared in Document 07 §16. API Contract,Frappe UI / service client / adapter,command payload,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postIamV1BreakGlass (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),evaluate via policy map,per requirements IAM-FR-001;IAM-FR-002;IAM-FR-003;IAM-FR-004;IAM-FR-005;IAM-FR-006;IAM-FR-007;IAM-FR-008;IAM-FR-009;IAM-FR-010;IAM-FR-011;IAM-FR-012;IAM-FR-013;IAM-FR-014;IAM-FR,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",,,,idempotency_key required,expected_version required,AREA_SCOPE_DENIED;BREAK_GLASS_REQUIRED;PRIVILEGED_ROLE_RESTRICTED;PRODUCT_SCOPE_DENIED;QUALIFICATION_EXPIRED;QUALIFICATION_MISSING;ROLE_MISSING;SIGNING_ENTITLEMENT_MISSING;SITE_SCOPE_DENIED;SOD_CONFLICT;SUBJECT_INACTIVE;TEMP_AUTH_EXPIRED,committed mutation audit event,"authz denial, replay, malformed payload",,user wrong site;wrong role;expired qualification;missing training;performer=verifier;author=approver,Doc 80/81 trace for SPEC-IAM-001,Document 07,IAM-FR-001;IAM-FR-002;IAM-FR-003;IAM-FR-004;IAM-FR-005;IAM-FR-006;IAM-FR-007;IAM-FR-008;IAM-FR-009;IAM-FR-010;IAM-FR-011;IAM-FR-012;IAM-FR-013;IAM-FR-014;IAM-FR-015;IAM-FR-016;IAM-FR-017;IAM-FR-018;IAM-FR-019;IAM-FR-020;IAM-FR-021;IAM-FR-022;IAM-FR-023;IAM-FR-024;IAM-FR-025;IAM-FR-026;IAM-FR-027;IAM-FR-028;IAM-FR-029;IAM-FR-030;IAM-FR-031;IAM-FR-032,derived from declared API operation
FN-0024,SPEC-IAM-001,"Identity, Authorization, RBAC, Qualification & Segregation-of-Duties",postIamV1AccessReviews,Implements `POST /iam/v1/access-reviews` declared in Document 07 §16. API Contract,Frappe UI / service client / adapter,command payload,path params (string/uuid) + JSON body per contracts/openapi,path params required; body per schema,authenticated caller (actor never taken from payload — MUT-FR-002),tenant/site scope resolved; aggregate exists; state transition allowed (MUT-FR-003/008),policy action for postIamV1AccessReviews (Doc 07),per configured qualification gate (MUT-FR-007),per configured SoD rule (Doc 07 / SIG-FR-018),evaluate via policy map,per requirements IAM-FR-001;IAM-FR-002;IAM-FR-003;IAM-FR-004;IAM-FR-005;IAM-FR-006;IAM-FR-007;IAM-FR-008;IAM-FR-009;IAM-FR-010;IAM-FR-011;IAM-FR-012;IAM-FR-013;IAM-FR-014;IAM-FR,owning aggregate + policy/qualification context,domain state + record version + audit + outbox,single PostgreSQL transaction (MUT-FR-015),MutationReceipt,"command_id, aggregate_id, resulting_version, audit_event_id, signature_id?, record_hash?, correlation_id",,,,idempotency_key required,expected_version required,AREA_SCOPE_DENIED;BREAK_GLASS_REQUIRED;PRIVILEGED_ROLE_RESTRICTED;PRODUCT_SCOPE_DENIED;QUALIFICATION_EXPIRED;QUALIFICATION_MISSING;ROLE_MISSING;SIGNING_ENTITLEMENT_MISSING;SITE_SCOPE_DENIED;SOD_CONFLICT;SUBJECT_INACTIVE;TEMP_AUTH_EXPIRED,committed mutation audit event,"authz denial, replay, malformed payload",,user wrong site;wrong role;expired qualification;missing training;performer=verifier;author=approver,Doc 80/81 trace for SPEC-IAM-001,Document 07,IAM-FR-001;IAM-FR-002;IAM-FR-003;IAM-FR-004;IAM-FR-005;IAM-FR-006;IAM-FR-007;IAM-FR-008;IAM-FR-009;IAM-FR-010;IAM-FR-011;IAM-FR-012;IAM-FR-013;IAM-FR-014;IAM-FR-015;IAM-FR-016;IAM-FR-017;IAM-FR-018;IAM-FR-019;IAM-FR-020;IAM-FR-021;IAM-FR-022;IAM-FR-023;IAM-FR-024;IAM-FR-025;IAM-FR-026;IAM-FR-027;IAM-FR-028;IAM-FR-029;IAM-FR-030;IAM-FR-031;IAM-FR-032,derived from declared API operation
