trace_id,capability_id,requirement_id,requirement_name,document,spec_id,module,work_package,code_location,authoritative_store,entities,api_operations,events,ui_surfaces,error_codes,risk_class,signature_relevant,test_case_ids,test_case_count,qualification_stage,evidence_location,prompt_file,build_stage,verification_state,validation_state,gap_reference,source_file
TR-02627,,VSM-FR-024,Release continuity,Document 96,SPEC-VAL-018,SPEC-VAL-018,WP-12,services/gxp-api/app/modules/validation,"PostgreSQL (GxP Core, authoritative)",validated_state_baseline; validation_change_impact; periodic_validation_review,POST /validation/v1/change-impacts; POST /validation/v1/revalidation-plans; POST /validation/v1/revalidations; POST /validation/v1/periodic-reviews; POST /validation/v1/periodic-reviews/{id}/decision; POST /validation/v1/decommission,ValidationChangeImpactAssessed; RevalidationPlanApproved; RevalidationCompleted; PeriodicReviewCreated; ValidatedStateEvaluated; ValidatedSystemDecommissioned,Validated Baseline; Change Impact; Revalidation Plans; Periodic Review; Drift/Issues,,HIGHER-PROCESS-RISK,yes,TC-096-024-01; TC-096-024-02; TC-096-024-03,3,OQ,validation/evidence/oq/SPEC-VAL-018/,prompts/WP-12/96_SPEC-VAL-018.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_96_Periodic_Review_Change_Impact_Revalidation_Validated_State_v1_0_IMPLEMENTATION_READY.md
TR-02628,,VSM-FR-025,Evidence,Document 96,SPEC-VAL-018,SPEC-VAL-018,WP-12,services/gxp-api/app/modules/validation,"PostgreSQL (GxP Core, authoritative)",validated_state_baseline; validation_change_impact; periodic_validation_review,POST /validation/v1/change-impacts; POST /validation/v1/revalidation-plans; POST /validation/v1/revalidations; POST /validation/v1/periodic-reviews; POST /validation/v1/periodic-reviews/{id}/decision; POST /validation/v1/decommission,ValidationChangeImpactAssessed; RevalidationPlanApproved; RevalidationCompleted; PeriodicReviewCreated; ValidatedStateEvaluated; ValidatedSystemDecommissioned,Validated Baseline; Change Impact; Revalidation Plans; Periodic Review; Drift/Issues,,HIGHER-PROCESS-RISK,no,TC-096-025-01,1,OQ,validation/evidence/oq/SPEC-VAL-018/,prompts/WP-12/96_SPEC-VAL-018.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_96_Periodic_Review_Change_Impact_Revalidation_Validated_State_v1_0_IMPLEMENTATION_READY.md
TR-02629,,VSM-FR-026,Decommission,Document 96,SPEC-VAL-018,SPEC-VAL-018,WP-12,services/gxp-api/app/modules/validation,"PostgreSQL (GxP Core, authoritative)",validated_state_baseline; validation_change_impact; periodic_validation_review,POST /validation/v1/change-impacts; POST /validation/v1/revalidation-plans; POST /validation/v1/revalidations; POST /validation/v1/periodic-reviews; POST /validation/v1/periodic-reviews/{id}/decision; POST /validation/v1/decommission,ValidationChangeImpactAssessed; RevalidationPlanApproved; RevalidationCompleted; PeriodicReviewCreated; ValidatedStateEvaluated; ValidatedSystemDecommissioned,Validated Baseline; Change Impact; Revalidation Plans; Periodic Review; Drift/Issues,,HIGHER-PROCESS-RISK,no,TC-096-026-01; TC-096-026-02; TC-096-026-03; TC-096-026-04,4,OQ,validation/evidence/oq/SPEC-VAL-018/,prompts/WP-12/96_SPEC-VAL-018.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_96_Periodic_Review_Change_Impact_Revalidation_Validated_State_v1_0_IMPLEMENTATION_READY.md
TR-02630,,VSM-FR-027,Supplier change,Document 96,SPEC-VAL-018,SPEC-VAL-018,WP-12,services/gxp-api/app/modules/validation,"PostgreSQL (GxP Core, authoritative)",validated_state_baseline; validation_change_impact; periodic_validation_review,POST /validation/v1/change-impacts; POST /validation/v1/revalidation-plans; POST /validation/v1/revalidations; POST /validation/v1/periodic-reviews; POST /validation/v1/periodic-reviews/{id}/decision; POST /validation/v1/decommission,ValidationChangeImpactAssessed; RevalidationPlanApproved; RevalidationCompleted; PeriodicReviewCreated; ValidatedStateEvaluated; ValidatedSystemDecommissioned,Validated Baseline; Change Impact; Revalidation Plans; Periodic Review; Drift/Issues,,HIGHER-PROCESS-RISK,no,TC-096-027-01,1,OQ,validation/evidence/oq/SPEC-VAL-018/,prompts/WP-12/96_SPEC-VAL-018.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_96_Periodic_Review_Change_Impact_Revalidation_Validated_State_v1_0_IMPLEMENTATION_READY.md
TR-02631,,VSM-FR-028,No perpetual validation,Document 96,SPEC-VAL-018,SPEC-VAL-018,WP-12,services/gxp-api/app/modules/validation,"PostgreSQL (GxP Core, authoritative)",validated_state_baseline; validation_change_impact; periodic_validation_review,POST /validation/v1/change-impacts; POST /validation/v1/revalidation-plans; POST /validation/v1/revalidations; POST /validation/v1/periodic-reviews; POST /validation/v1/periodic-reviews/{id}/decision; POST /validation/v1/decommission,ValidationChangeImpactAssessed; RevalidationPlanApproved; RevalidationCompleted; PeriodicReviewCreated; ValidatedStateEvaluated; ValidatedSystemDecommissioned,Validated Baseline; Change Impact; Revalidation Plans; Periodic Review; Drift/Issues,,HIGHER-PROCESS-RISK,no,TC-096-028-01; TC-096-028-02; TC-096-028-03; TC-096-028-04,4,OQ,validation/evidence/oq/SPEC-VAL-018/,prompts/WP-12/96_SPEC-VAL-018.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_96_Periodic_Review_Change_Impact_Revalidation_Validated_State_v1_0_IMPLEMENTATION_READY.md
TR-02632,,CODE-FR-001,Language baselines,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,yes,TC-097-001-01; TC-097-001-02; TC-097-001-03; TC-097-001-04,4,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02633,,CODE-FR-002,TypeScript strictness,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-002-01,1,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02634,,CODE-FR-003,Python typing,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-003-01,1,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02635,,CODE-FR-004,Naming,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-004-01,1,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02636,,CODE-FR-005,Module size,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-005-01; TC-097-005-02,2,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02637,,CODE-FR-006,Function contract,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-006-01,1,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02638,,CODE-FR-007,Pure domain logic,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-007-01; TC-097-007-02; TC-097-007-03,3,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02639,,CODE-FR-008,Decimal arithmetic,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-008-01; TC-097-008-02,2,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02640,,CODE-FR-009,UOM,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-009-01; TC-097-009-02,2,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02641,,CODE-FR-010,Time,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-010-01,1,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02642,,CODE-FR-011,Identifiers,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-011-01; TC-097-011-02; TC-097-011-03; TC-097-011-04,4,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02643,,CODE-FR-012,Errors,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-012-01,1,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02644,,CODE-FR-013,No swallowed errors,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-013-01,1,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02645,,CODE-FR-014,Logging,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-014-01,1,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02646,,CODE-FR-015,Comments,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-015-01; TC-097-015-02,2,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02647,,CODE-FR-016,Requirement tags,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-016-01,1,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02648,,CODE-FR-017,No core edits,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-017-01; TC-097-017-02; TC-097-017-03,3,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02649,,CODE-FR-018,Frappe controller boundary,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-018-01,1,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02650,,CODE-FR-019,ORM boundaries,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-019-01,1,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02651,,CODE-FR-020,SQL parameters,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-020-01,1,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02652,,CODE-FR-021,Transaction scope,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-021-01; TC-097-021-02; TC-097-021-03,3,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02653,,CODE-FR-022,Idempotency,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-022-01; TC-097-022-02; TC-097-022-03,3,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02654,,CODE-FR-023,Concurrency,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-023-01; TC-097-023-02,2,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02655,,CODE-FR-024,Events,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-024-01,1,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02656,,CODE-FR-025,Security defaults,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-025-01; TC-097-025-02; TC-097-025-03,3,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02657,,CODE-FR-026,Feature flags,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-026-01,1,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02658,,CODE-FR-027,Configuration,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-027-01,1,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02659,,CODE-FR-028,Dependency injection,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-028-01; TC-097-028-02; TC-097-028-03; TC-097-028-04,4,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02660,,CODE-FR-029,No arbitrary execution,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-029-01,1,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02661,,CODE-FR-030,Generated code,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,yes,TC-097-030-01; TC-097-030-02,2,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02662,,CODE-FR-031,Formatting/lint,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-031-01; TC-097-031-02,2,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02663,,CODE-FR-032,Dead code,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-032-01,1,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02664,,CODE-FR-033,Public API docs,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-033-01; TC-097-033-02,2,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02665,,CODE-FR-034,Repository test co-location,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-034-01,1,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02666,,CODE-FR-035,Sensitive comparison,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,yes,TC-097-035-01; TC-097-035-02; TC-097-035-03,3,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02667,,CODE-FR-036,File handling,Document 97,SPEC-ENG-001,SPEC-ENG-001,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-097-036-01,1,OQ,validation/evidence/oq/SPEC-ENG-001/,prompts/WP-00/97_SPEC-ENG-001.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_97_Coding_Standards_v1_0_IMPLEMENTATION_READY.md
TR-02668,,AGT-FR-001,Document ingestion,Document 98,SPEC-ENG-002,SPEC-ENG-002,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,yes,TC-098-001-01; TC-098-001-02; TC-098-001-03,3,OQ,validation/evidence/oq/SPEC-ENG-002/,prompts/WP-00/98_SPEC-ENG-002.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_98_Architecture_Rules_ClaudeCode_Codex_v1_0_IMPLEMENTATION_READY.md
TR-02669,,AGT-FR-002,No invention,Document 98,SPEC-ENG-002,SPEC-ENG-002,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-098-002-01; TC-098-002-02,2,OQ,validation/evidence/oq/SPEC-ENG-002/,prompts/WP-00/98_SPEC-ENG-002.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_98_Architecture_Rules_ClaudeCode_Codex_v1_0_IMPLEMENTATION_READY.md
TR-02670,,AGT-FR-003,Requirement plan,Document 98,SPEC-ENG-002,SPEC-ENG-002,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-098-003-01,1,OQ,validation/evidence/oq/SPEC-ENG-002/,prompts/WP-00/98_SPEC-ENG-002.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_98_Architecture_Rules_ClaudeCode_Codex_v1_0_IMPLEMENTATION_READY.md
TR-02671,,AGT-FR-004,Architecture invariants,Document 98,SPEC-ENG-002,SPEC-ENG-002,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-098-004-01,1,OQ,validation/evidence/oq/SPEC-ENG-002/,prompts/WP-00/98_SPEC-ENG-002.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_98_Architecture_Rules_ClaudeCode_Codex_v1_0_IMPLEMENTATION_READY.md
TR-02672,,AGT-FR-005,No framework core edits,Document 98,SPEC-ENG-002,SPEC-ENG-002,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-098-005-01; TC-098-005-02; TC-098-005-03,3,OQ,validation/evidence/oq/SPEC-ENG-002/,prompts/WP-00/98_SPEC-ENG-002.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_98_Architecture_Rules_ClaudeCode_Codex_v1_0_IMPLEMENTATION_READY.md
TR-02673,,AGT-FR-006,No direct GxP writes,Document 98,SPEC-ENG-002,SPEC-ENG-002,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-098-006-01; TC-098-006-02; TC-098-006-03; TC-098-006-04,4,OQ,validation/evidence/oq/SPEC-ENG-002/,prompts/WP-00/98_SPEC-ENG-002.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_98_Architecture_Rules_ClaudeCode_Codex_v1_0_IMPLEMENTATION_READY.md
TR-02674,,AGT-FR-007,No audit/history mutation,Document 98,SPEC-ENG-002,SPEC-ENG-002,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-098-007-01; TC-098-007-02; TC-098-007-03; TC-098-007-04,4,OQ,validation/evidence/oq/SPEC-ENG-002/,prompts/WP-00/98_SPEC-ENG-002.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_98_Architecture_Rules_ClaudeCode_Codex_v1_0_IMPLEMENTATION_READY.md
TR-02675,,AGT-FR-008,No signature bypass,Document 98,SPEC-ENG-002,SPEC-ENG-002,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,yes,TC-098-008-01; TC-098-008-02; TC-098-008-03,3,OQ,validation/evidence/oq/SPEC-ENG-002/,prompts/WP-00/98_SPEC-ENG-002.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_98_Architecture_Rules_ClaudeCode_Codex_v1_0_IMPLEMENTATION_READY.md
TR-02676,,AGT-FR-009,No authorization shortcut,Document 98,SPEC-ENG-002,SPEC-ENG-002,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-098-009-01; TC-098-009-02,2,OQ,validation/evidence/oq/SPEC-ENG-002/,prompts/WP-00/98_SPEC-ENG-002.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_98_Architecture_Rules_ClaudeCode_Codex_v1_0_IMPLEMENTATION_READY.md
TR-02677,,AGT-FR-010,Data owner check,Document 98,SPEC-ENG-002,SPEC-ENG-002,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,no,TC-098-010-01; TC-098-010-02,2,OQ,validation/evidence/oq/SPEC-ENG-002/,prompts/WP-00/98_SPEC-ENG-002.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_98_Architecture_Rules_ClaudeCode_Codex_v1_0_IMPLEMENTATION_READY.md
TR-02678,,AGT-FR-011,Transaction design,Document 98,SPEC-ENG-002,SPEC-ENG-002,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,yes,TC-098-011-01; TC-098-011-02; TC-098-011-03; TC-098-011-04,4,OQ,validation/evidence/oq/SPEC-ENG-002/,prompts/WP-00/98_SPEC-ENG-002.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_98_Architecture_Rules_ClaudeCode_Codex_v1_0_IMPLEMENTATION_READY.md
TR-02679,,AGT-FR-012,External side effects,Document 98,SPEC-ENG-002,SPEC-ENG-002,WP-00,tooling,n/a (standard / governance document),,,,,,HIGHER-PROCESS-RISK,yes,TC-098-012-01; TC-098-012-02; TC-098-012-03; TC-098-012-04,4,OQ,validation/evidence/oq/SPEC-ENG-002/,prompts/WP-00/98_SPEC-ENG-002.md,NOT_STARTED,NOT_VERIFIED,NOT_VALIDATED,,Document_98_Architecture_Rules_ClaudeCode_Codex_v1_0_IMPLEMENTATION_READY.md
