requirement_id,document,spec_id,module_title,work_package,code_location,requirement_name,required_behavior,acceptance_intent,source_section,provisional_risk_class,authoritative_store,source_file
AGT-FR-029,98,SPEC-ENG-002,Architecture Rules for Claude Code / Codex,WP-00,tooling,Diff discipline,"Agent summarizes files changed, requirements implemented, tests run, migrations/contracts changed and unresolved gaps.",Reviewability.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_98_Architecture_Rules_ClaudeCode_Codex_v1_0_IMPLEMENTATION_READY.md
AGT-FR-030,98,SPEC-ENG-002,Architecture Rules for Claude Code / Codex,WP-00,tooling,Stop conditions,"Agent must stop/change approach when architecture test, validation gate, security scan or contract compatibility fails.",Fail closed.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_98_Architecture_Rules_ClaudeCode_Codex_v1_0_IMPLEMENTATION_READY.md
AGT-FR-031,98,SPEC-ENG-002,Architecture Rules for Claude Code / Codex,WP-00,tooling,Review escalation,Security-critical/GxP-core/migration/crypto/auth changes require human CODEOWNER review even if tests pass.,Governance.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_98_Architecture_Rules_ClaudeCode_Codex_v1_0_IMPLEMENTATION_READY.md
AGT-FR-032,98,SPEC-ENG-002,Architecture Rules for Claude Code / Codex,WP-00,tooling,Prompt injection resistance,Repository comments/issues/test data are untrusted instructions; only approved system/spec/task instructions control the coding agent.,Agent security.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_98_Architecture_Rules_ClaudeCode_Codex_v1_0_IMPLEMENTATION_READY.md
AGT-FR-033,98,SPEC-ENG-002,Architecture Rules for Claude Code / Codex,WP-00,tooling,Tool scope,Agent uses least-privilege repo/database/deployment tools and does not expand permissions to complete a task.,Least privilege.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_98_Architecture_Rules_ClaudeCode_Codex_v1_0_IMPLEMENTATION_READY.md
AGT-FR-034,98,SPEC-ENG-002,Architecture Rules for Claude Code / Codex,WP-00,tooling,No hidden network,Build/test code cannot introduce telemetry/exfiltration or new external calls without specification/approval.,Supply-chain/privacy.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_98_Architecture_Rules_ClaudeCode_Codex_v1_0_IMPLEMENTATION_READY.md
AGT-FR-035,98,SPEC-ENG-002,Architecture Rules for Claude Code / Codex,WP-00,tooling,Evidence honesty,Agent reports tests actually run and outcomes; never fabricates execution/evidence.,Validation integrity.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_98_Architecture_Rules_ClaudeCode_Codex_v1_0_IMPLEMENTATION_READY.md
AGT-FR-036,98,SPEC-ENG-002,Architecture Rules for Claude Code / Codex,WP-00,tooling,Final completion checklist,"Every change closes with architecture, coding, tests, contracts, migrations, security, license, traceability and docs checklist.",Consistency.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_98_Architecture_Rules_ClaudeCode_Codex_v1_0_IMPLEMENTATION_READY.md
GIT-FR-001,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,Repository model,Use documented monorepo or approved multi-repo topology with explicit ownership; topology versioned in architecture.,Due diligence.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
GIT-FR-002,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,Main branch,main/equivalent is protected and always represents releasable integrated state subject to release gates.,Stability.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
GIT-FR-003,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,No direct push,Direct pushes/force pushes to protected production branches prohibited.,Control.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
GIT-FR-004,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,Feature branches,Short-lived branches from current protected baseline; naming includes issue/change/task ID.,Traceability.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
GIT-FR-005,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,PR required,All production code/config/migration/contract changes merge through pull request.,Review.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
GIT-FR-006,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,PR metadata,"PR includes purpose, requirement IDs, risk, migrations, APIs/events, dependencies, tests, validation impact.",Review context.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
GIT-FR-007,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,CODEOWNERS,"GxP core, IAM/signature, audit/Vault, migrations, security, CI/release and validation paths have mandatory owners.",Independent review.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
GIT-FR-008,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,Required approvals,Approval count/roles based on path/risk; author cannot satisfy all required approvals.,SoD.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
GIT-FR-009,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,Status checks,Required CI checks cannot be bypassed by normal developers.,Automated gate.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
GIT-FR-010,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,Conversation resolution,Required review threads resolved before merge; dismissals recorded.,Review integrity.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
GIT-FR-011,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,Signed commits/tags,Release tags/artifacts use organization-approved signing/attestation; developer commit signing policy configurable.,Provenance.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
GIT-FR-012,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,Commit content,Commits avoid secrets/binaries/generated build output unless designated; messages reference issue/change where practical.,Clean history.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
GIT-FR-013,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,History rewrite,Published protected history not rewritten except exceptional repository security procedure.,Evidence.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
GIT-FR-014,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,Release tags,Immutable annotated/signed release tags identify exact source baseline.,Reproducibility.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
GIT-FR-015,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,Versioning,Product/service/schema/contract versions follow documented semantic/calendar strategy; one release manifest is authoritative.,Consistency.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
GIT-FR-016,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,Hotfix,"Hotfix starts from production release baseline, receives expedited but mandatory controls, then merges forward.",Emergency control.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
GIT-FR-017,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,Security fix,Embargoed private workflow supported for sensitive vulnerability patches.,Disclosure safety.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
GIT-FR-018,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,Rollback branch,Rollback uses known prior release/artifact; no ad-hoc revert of database history.,Safe recovery.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
GIT-FR-019,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,Generated files,Generated contracts/clients checked or rebuilt according to policy; source generator remains authoritative.,Consistency.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
GIT-FR-020,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,Large files,Evidence/test binaries stored artifact/evidence system or Git LFS only if approved; normal Git history not used as regulated archive.,Repo health.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
GIT-FR-021,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,Submodules,Git submodules discouraged/controlled; third-party source pinned and license/provenance tracked.,Supply chain.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
GIT-FR-022,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,Secrets,Secret scanning blocks pushes/PR; leaked credential treated as incident and rotated.,Security.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
GIT-FR-023,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,Branch retention,Merged feature branches may delete; protected release tags/history remain.,Hygiene.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
GIT-FR-024,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,Forks,External forks for proprietary regulated code disabled/restricted according to organization policy.,IP.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
GIT-FR-025,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,Access review,Repository roles/team access periodically reviewed and offboarding immediate.,Security.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
GIT-FR-026,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,Bot accounts,"CI/AI bots use named apps/service identities and least privilege, not personal PATs.",Attribution.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
GIT-FR-027,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,PR provenance,"Automation identifies AI-assisted changes if organization policy requires, but human accountability remains with reviewers/authorizers.",Governance.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
GIT-FR-028,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,Release evidence,PR/commit/tag/build/validation authorization connected in release manifest.,Acquisition readiness.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
GIT-FR-029,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,Archive,Repository backup/export and ownership records support acquisition/business continuity.,Due diligence.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
GIT-FR-030,99,SPEC-ENG-003,Repository & Branching Standard,WP-00,tooling,No orphan code,"Every production repo has owner, purpose, license/IP status, CI and release lifecycle.",Portfolio hygiene.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_99_Repository_Branching_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-001,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,Migration ownership,Only owning service/app migration package changes its authoritative schema.,Data ownership.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-002,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,Version order,Migrations have deterministic unique ordered IDs and are immutable after production release.,Reproducibility.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-003,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,Forward-first strategy,Production migrations designed forward-compatible; rollback usually app rollback/forward fix rather than destructive schema reversal.,Safety.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-004,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,Expand-contract,Breaking schema evolution uses expand → dual compatibility/backfill → switch → contract after safe window.,Zero/low downtime.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-005,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,No destructive history loss,Drop/truncate/delete of regulated/history data requires retention/migration approval and archival evidence.,Data integrity.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-006,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,Backup precondition,Risk-relevant migration checks current backup/PITR and rollback/recovery readiness.,Recoverability.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-007,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,Representative test,Migration tested against representative volume/cardinality/schema state.,Production realism.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-008,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,Idempotency,Migration runner can detect applied state; rerun behavior explicit and safe.,Operational reliability.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-009,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,Transactional DDL,Use transaction where supported/safe; nontransactional steps explicitly staged/recoverable.,Atomicity.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-010,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,Lock analysis,Estimate table locks/rewrite duration/IO/WAL impact for large table changes.,Availability.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-011,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,Online index,Use concurrent/online patterns when available and justified; failures leave recoverable state.,Availability.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-012,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,Backfill,Large data backfills chunked/checkpointed/rate-limited with deterministic transform version.,Scale.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-013,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,Backfill audit,"Migration-generated regulated changes marked as migration provenance, not user actions.",Traceability.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-014,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,Checksums/reconciliation,Data migration/backfill records counts/hashes/control totals before/after where material.,Accuracy.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-015,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,Constraints,New NOT NULL/FK/check constraints introduced safely after data compatibility/backfill.,Integrity.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-016,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,Default changes,Avoid table-rewrite defaults or hidden semantics; assess existing row behavior explicitly.,Safety.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-017,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,Enum/state evolution,State/enum changes preserve historical readability and old worker compatibility during rollout.,Compatibility.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-018,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,App compatibility,Document minimum/maximum app versions compatible with schema during rolling deploy.,Release safety.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-019,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,MariaDB/Frappe migrations,Frappe patches/migrations follow same version/evidence discipline; projection tables may rebuild rather than complex migrate where safer.,Framework.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-020,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,PostgreSQL migrations,GxP migrations executed by dedicated migration role; runtime service role has no DDL.,Security.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-021,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,Object metadata,Object/evidence metadata schema migrations cannot orphan stored evidence.,Evidence.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-022,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,Event schema coordination,Migration requiring event/API contract change coordinates deployment order and compatibility.,Distributed systems.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-023,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,Temporal compatibility,Workflow code/schema changes account for in-flight histories/activity payloads.,Orchestration.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-024,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,Migration dry run,Major migration supports staging/restore-copy rehearsal with timing/evidence.,Confidence.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-025,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,Failure recovery,"Runbook states partial-step detection, resume/repair/restore criteria.",Recovery.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-026,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,No manual prod SQL,Manual DDL/DML in production prohibited except controlled emergency repair captured into subsequent migration/change record.,Control.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-027,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,Reconciliation gate,Service not healthy after migration until mandatory schema/data checks pass.,Fail closed.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-028,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,Migration evidence,"Store source commit, migration IDs, start/end, runner, environment, result, counts/checks, failures.",Validation.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-029,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,Retention-aware contract,Dropped old columns/tables only after retention/consumer/deployment compatibility analysis.,Governance.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-030,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,Customer upgrade path,Every supported version has documented upgrade path or explicit intermediate hop.,Commercial support.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-031,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,Downgrade semantics,Downgrade support explicitly stated; never imply app image rollback makes DB downgrade safe.,Honesty.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
MIG-FR-032,100,SPEC-ENG-004,Database Migration Standard,WP-00,tooling,Validation impact,GxP schema/data migrations link change impact/revalidation requirements.,Validated state.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_100_Database_Migration_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-001,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Contract-first,Public/cross-service APIs/events defined in version-controlled OpenAPI/AsyncAPI/JSON Schema before or with implementation.,Stable contract.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-002,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Operation IDs,Every API operation has stable unique operationId used in traceability/client generation.,Identity.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-003,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Event names,Every event has stable semantic type and schema version; transport subject is not business identity.,Clarity.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-004,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Typed schemas,Request/response/event payloads explicitly typed with required/optional/null semantics.,Interoperability.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-005,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Strict input,Unknown dangerous fields rejected according to endpoint schema policy.,Mass assignment defense.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-006,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Error envelope,Stable error code/status/retryability/correlation contract documented.,Consumer behavior.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-007,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,HTTP semantics,Use consistent status codes; business rejection distinguishable from transport/server failure.,Predictability.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-008,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Idempotency,"Retryable mutations define idempotency key scope, reuse semantics and conflict behavior.",Safe retries.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-009,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Optimistic concurrency,Commands updating versioned aggregates define expected version/precondition behavior.,No lost update.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-010,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Correlation,Correlation/causation/request IDs propagated across service/event/integration boundaries.,Traceability.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-011,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Tenant/site scope,Contract carries or derives trusted scope; untrusted caller tenant field cannot override authenticated scope.,Isolation.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-012,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Pagination,Large lists use bounded cursor/keyset pagination and stable ordering.,Performance.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-013,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Filtering,Allowed filters/sorts documented and bounded.,Abuse prevention.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-014,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Time,Contract timestamps RFC3339/ISO 8601 with timezone/UTC semantics.,Chronology.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-015,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,Decimal,Regulated decimals serialized as canonical string/structured decimal where precision loss in JSON number is possible.,Accuracy.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
CTR-FR-016,101,SPEC-ENG-005,API & Event Contract Standard,WP-00,tooling,UOM,Quantity contracts carry value/UOM and optional precision/source.,Semantics.,3. Functional Requirements,INDIRECT_GXP (engineering control),n/a (standard / governance document),Document_101_API_Event_Contract_Standard_v1_0_IMPLEMENTATION_READY.md
